Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
Gabinete da Sec Municipal de Assistencia Social;13001;25;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;3547;Serviços de Manutenção do Sistema em Gestão e Controle do SUAS (Sistema Único de Assistência Social) e fornecimento de licença de uso do software, a fim de prover atualização que garanta as alterações legais, corretivas e evolutivas, atendimento técnico, suporte, orientações e acompanhamento para gestão e controle do SUAS (Sistema Único de Assistência Social) conforme Termo de Referência;MÊS;6,0000;2372,8800;14237,2800;14237,2800;01/09/2027
Gabinete da Sec Municipal de Assistencia Social;13001;26;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;24871;Peças e acessórios originais ou genuínas Para manutenção corretiva de máquinas de costura reta industrial e simples, overloque industrial e bordadeira.
Conforme Termo de Referência.;GLOBAL;1,0000;15000,0000;15000,0000;15000,0000;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;27;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;24870;Serviço de Manutenção corretiva nas seguintes máquinas de costura: 
Reta industrial, 
Overloque industrial,
Reta simples,
Bordadeira.
Conforme Termo de Referência.;UNIDADE;204,0000;138,0000;28152,0000;28152,0000;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;28;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;24869;Serviço de Manutenção preventiva em máquina de costura bordadeira. Revisão do painel, dos pontos, e da placa, lubrificação e limpeza.
Conforme Termo de Referência.;UNIDADE;2,0000;163,0000;326,0000;326,0000;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;29;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;24856;Serviço de Manutenção preventiva em máquina de costura overloque industrial. Regulagem do looper, troca das facas, troca do filtro de óleo, regulagem dos pontos, limpeza e revisão do motor. 
Conforme Termo de Referência.;UNIDADE;6,0000;138,0000;828,0000;828,0000;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;30;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;24854;Serviço de Manutenção preventiva em máquina de costura reta industrial. Revisão do motor, regulagem e lubrificação, troca da polia, troca do rolamento e capacitor. 
Conforme Termo de Referência.;UNIDADE;8,0000;138,0000;1104,0000;1104,0000;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;31;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;24868;Serviço de Manutenção preventiva em máquina de costura reta simples. Lubrificação, revisão da caixa de bobina, dos pontos e enxedor da bobina, revisão do motor.
Conforme Termo de Referência.;UNIDADE;52,0000;137,9800;7174,9600;7174,9600;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;32;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;16091;Urna fúnebre para criança e natimorto com as seguintes especificações mínimas: confeccionadas em madeira envernizada, 
com forro e travesseiro,
com 4 alças.
Conforme Termo de Referência.;UNIDADE;15,0000;201,0100;3015,1500;3015,1500;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;33;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;6709;Urna fúnebre Tipo média com as seguintes especificações mínimas: 
confeccionadas em madeira envernizada, 
com forro e travesseiro,
com 4 alças.
Conforme Termo de Referência.;UNIDADE;40,0000;701,6400;28065,6000;28065,6000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;34;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;15302;Urna fúnebre Tipo normal adulto com as seguintes especificações mínimas: 
confeccionadas em madeira envernizada, 
com forro e travesseiro,
com 6 alças.
Conforme Termo de Referência.;UNIDADE;80,0000;1583,3300;126666,4000;126666,4000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;35;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;16218;Urna fúnebre Tipo gorda adulto com as seguintes especificações mínimas: 
confeccionadas em madeira envernizada, 
com forro e travesseiro,
com 6 alças.
Conforme Termo de Referência.;UNIDADE;10,0000;500,9500;5009,5000;5009,5000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;36;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;17691;Invólucro protetor,
Impermeável, 
Confeccionado em polietileno, 
Com zíper frontal, 
Para recém nascido e natimorto, 
Medindo 30 cm (L) x 60 cm (C), 
Cor clara e/ou transparente. 
Conforme Termo de Referência.;UNIDADE;15,0000;43,7500;656,2500;656,2500;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;37;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;19994;Invólucro protetor,
Impermeável, 
Confeccionado em polietileno, 
Com zíper frontal, 
Para criança e corpo juvenil, 
Medindo 50 cm (L) x 100 cm (C), 
Cor clara e/ou transparente. 
Conforme Termo de Referência.;UNIDADE;40,0000;51,0100;2040,4000;2040,4000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;38;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;19995;Invólucro protetor,
Impermeável, 
Confeccionado em polietileno, 
Com zíper frontal, 
Para corpo de estatura média, 
Medindo 60 cm (L) x 150 cm (C), 
Cor clara e/ou transparente. 
Conforme Termo de Referência.;UNIDADE;80,0000;101,0000;8080,0000;8080,0000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;39;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;19996;Invólucro protetor,
Impermeável, 
Confeccionado em polietileno, 
Com zíper frontal, 
Para corpo de grande estatura, 
Medindo 90 cm (L) x 220 cm (C), 
Cor clara e/ou transparente. 
Conforme Termo de Referência.;UNIDADE;10,0000;292,0000;2920,0000;2920,0000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;40;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;20866;Ornamentação fúnebre, com as seguintes especificações mínimas: flores artificiais cores variadas, véu em tecido tule 100% poliamida.Conforme Termo de Referência.;UNIDADE;145,0000;257,1200;37282,4000;37282,4000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;41;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;29886;Serviços funerários para viagens e translados fora do município (intermunicipal e interestadual). Conforme termo de referência.;KILOMETRO;20000,0000;1,3000;26000,0000;26000,0000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;42;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42474;Auxílio alimentação social para concessão de benefícios eventuais da Prefeitura Municipal de Telêmaco Borba, para famílias uniparental e/ou monoparental e afins. Conforme Termo de Referência.;UNIDADE;150,0000;70,0000;10500,0000;10500,0000;01/09/2027
Gabinete da Sec Municipal de Assistencia Social;13001;43;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;30118;Auxílio alimentação social para concessão de benefícios eventuais da Prefeitura Municipal de Telêmaco Borba, para famílias até 4 pessoas. Conforme Termo de Referência.;UNIDADE;4000,0000;140,0000;560000,0000;560000,0000;01/09/2027
Gabinete da Sec Municipal de Assistencia Social;13001;44;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42475;Auxílio alimentação social para concessão de benefícios eventuais da Prefeitura Municipal de Telêmaco Borba, para famílias entre 4 e 6 pessoas. Conforme Termo de Referência.;UNIDADE;1500,0000;210,0000;315000,0000;315000,0000;01/09/2027
Gabinete da Sec Municipal de Assistencia Social;13001;45;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42476;Auxílio alimentação social para concessão de benefícios eventuais da Prefeitura Municipal de Telêmaco Borba, para famílias acima de 6 pessoas. Conforme Termo de Referência.;UNIDADE;400,0000;280,0000;112000,0000;112000,0000;01/09/2027
Gabinete da Sec Municipal de Assistencia Social;13001;46;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41289;Serviços de administração e gerenciamento do Vale Alimentação Social com emissão e distribuição de cartões eletrônicos, magnéticos e aplicativo para smartphone disponível nos sistemas Android e IOS, para atendimento ao programa municipal de concessão de benefícios eventuais da Prefeitura Municipal de Telêmaco Borba. Conforme Termo de Referência.;GLOBAL;1,0000;16170,0000;16170,0000;16170,0000;01/09/2027
Gabinete da Sec Municipal de Assistencia Social;13001;47;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41908;Serviços cartorários. PCA - PLANO DE CONTRATAÇÃO ANUAL.;GLOBAL;2,0000;2500,0000;5000,0000;5000,0000;01/02/2027
Gabinete da Sec Municipal de Assistencia Social;13001;60;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43700;Manutenção Preventiva em bicicleta ergométrica Embreex, modelo 362, com ajustes nas correias, na roda de inércia, lubrificação nos rolamentos internos e limpeza em geral. Conforme Termo de Referência.;UNIDADE;2,0000;247,7000;495,4000;495,4000;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;55;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;12642;Serviço de fotografia e revelação de fotos, formato 3x4, colorida, nas seguintes especificações mínimas: 
Kit contendo 3  fotos,
Padrão documento, 
Enquadramento 1/3 corpo e 2/3 rosto, 
Plano de fundo branco, 
Papel fino, liso e brilhante, 
Fotos nítidas, sem manchas e/ou descoramentos.
Conforme Termo de Referência.;KIT;20,0000;18,0000;360,0000;360,0000;01/06/2027
Gabinete da Sec Municipal de Assistencia Social;13001;48;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41903;Locação Albergue. 
PCA - PLANO DE CONTRATAÇÃO ANUAL.;MÊS;12,0000;3000,0000;36000,0000;36000,0000;01/04/2027
Gabinete da Sec Municipal de Assistencia Social;13001;51;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;11590;Fornecimento de passagens rodoviárias de Telêmaco Borba a Ventania, para atender pessoas em transito pela cidade, conforme Termo de Referência.;UNIDADE;95,0000;31,0000;2945,0000;2945,0000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;49;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;11594;Fornecimento de passagens rodoviárias de Telêmaco Borba a Barro Preto, para atender pessoas em transito pela cidade, conforme Termo de Referência.;UNIDADE;125,0000;25,0000;3125,0000;3125,0000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;50;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;10383;Fornecimento de passagens rodoviárias de Barro Preto a Telêmaco Borba, para atender pessoas em visitas de familiares em cadeia pública, e/ou situações específicas justificadas por técnico responsável - Conforme Termo de Referência.;UNIDADE;25,0000;24,9000;622,5000;622,5000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;52;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;11394;Fornecimento de passagens rodoviárias de Ventania a Telêmaco Borba, para atender pessoas em visitas de familiares em cadeia pública, e/ou situações específicas justificadas por técnico responsável - Conforme Termo de Referência.;UNIDADE;25,0000;31,0300;775,7500;775,7500;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;53;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;11595;Fornecimento de passagens rodoviárias de Telêmaco Borba a Arapoti , para atender pessoas em transito e visitas de familiares em cadeia pública, conforme Termo de Referência.;UNIDADE;75,0000;59,9800;4498,5000;4498,5000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;54;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;11596;Fornecimento de passagens rodoviárias de Arapoti a Telêmaco Borba, para atender pessoas em visitas de familiares em cadeia pública, e/ou situações específicas justificadas por técnico responsável - Conforme Termo de Referência.;UNIDADE;25,0000;58,8800;1472,0000;1472,0000;01/05/2027
Gabinete da Sec Municipal de Assistencia Social;13001;56;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;2041;Serviço de revelação de fotos, formato 10x15, colorida, nas seguintes especificações mínimas: fotos reveladas em estúdio da Contratada, padrão comercial, plano de fundo conforme arquivo fotográfico, papel próprio, liso e brilhante, fotos nítidas, sem manchas, descoramentos e/ou rasuras. Conforme Termo de Referência.;UNIDADE;20,0000;4,0000;80,0000;80,0000;01/06/2027
Gabinete da Sec Municipal de Assistencia Social;13001;57;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;2042;Serviço de revelação de fotos, formato 15x21, colorida, nas seguintes especificações mínimas: fotos reveladas em estúdio da Contratada, padrão comercial, plano de fundo conforme arquivo fotográfico, papel próprio, liso e brilhante, fotos nítidas, sem manchas, descoramentos e/ou rasuras. Conforme Termo de Referência.;UNIDADE;20,0000;6,0000;120,0000;120,0000;01/06/2027
Gabinete da Sec Municipal de Assistencia Social;13001;67;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43707;Manutenção Preventiva em cadeira abdutora, marca New Company, com ajustes nas correias, lubrificação nos rolamentos internos e limpeza em geral. Conforme Termo de Referência.;UNIDADE;2,0000;167,3800;334,7600;334,7600;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;73;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;8458;Serviço de manutenção preventiva no equipamento Vaca Mecânica, marca Maqsoy, conforme Termo de Referência.;UNIDADE;3,0000;3800,0000;11400,0000;11400,0000;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;65;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43705;Manutenção Preventiva em bicicleta ergométrica Embreex, modelo 367, com ajustes nas correias, na roda de inércia, lubrificação nos rolamentos internos e limpeza em geral. Conforme Termo de Referência.;UNIDADE;2,0000;250,1800;500,3600;500,3600;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;69;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43709;Manutenção Preventiva em multiestação de trabalho, marca Flex, modelo Estação Mega 2, com ajustes nos cabos de aço revestidos de nylon, ajustes das guias e roldanas, lubrificação do rolamento do mancal legprex e demais rolamentos, engraxar braços de suprimentos, ajustes e limpeza em geral. Conforme Termo de Referência.;UNIDADE;2,0000;301,6200;603,2400;603,2400;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;70;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41897;Locação CREAS.
PCA - PLANO DE CONTRATAÇÃO ANUAL.;MÊS;12,0000;7500,0000;90000,0000;90000,0000;01/08/2027
Gabinete da Sec Municipal de Assistencia Social;13001;64;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43704;Manutenção Preventiva em esteira ergométrica Embreex, modelo 566bx, com ajustes nas correias, lubrificação nos rolamentos internos, ajustes de tensão da lona, limpeza dos motores e em geral. Conforme Termo de Referência.;UNIDADE;2,0000;260,2300;520,4600;520,4600;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;58;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICO;;;11581;Aquisição de peças e acessórios  para manutenção corretiva dos seguintes equipamentos:
Estação de musculação marca Embreex modelo 402,
Multiestação de musculação marca Flex Equipament modelo Estação Mega 2,
Elíptico marca Embreex modelo 210,
Elíptico marca Flex Equipament marca EL 3000,
Bicicleta marca Embreex modelo 362,
Bicicleta ergométrica marca Embreex modelo 367 X,
Esteira marca Embreex modelo 562,
Esteira ergométrica marca Embreex modelo 566 BX,
Abdutora da marca New Company, e
Adutora da marca New Company. 
Conforme Termo de Referência.;GLOBAL;1,0000;7407,7600;7407,7600;7407,7600;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;62;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43702;Manutenção Preventiva em esteira Embreex, modelo 562, com ajustes nos cabos de aço, nas correias, na roda de inércia, lubrificação nos rolamentos das roldanas e rolamentos internos, engraxar braços do supino reto, ajustes e limpeza dos motores e em geral. Conforme Termo de Referência.;UNIDADE;2,0000;258,1300;516,2600;516,2600;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;59;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43699;Serviços de Manutenção Corretiva em bicicleta ergométrica Embreex, modelo 362, elíptico Embreex, modelo 210, esteira Embreex, modelo 562, elíptico Flex, modelo EL 3000, esteira ergométrica Embreex, modelo 566bx, bicicleta ergométrica Embreex, modelo 367, cadeira adutora, marca New Company, cadeira abdutora, marca New Company, estação de musculação simples, marca Embreex, modelo 402 e multiestação de trabalho, marca Flex. Atendendo Requisição de visita técnica para diagnóstico, fornecendo orçamento detalhado de peças e serviços, realizando a manutenção autorizada, recuperando a total funcionalidade dos aparelhos, com garantia das peças e dos serviços. Conforme Termo de Referência.;HORA;80,0000;336,9300;26954,4000;26954,4000;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;61;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43701;Manutenção Preventiva em elíptico Embreex, modelo 210, com ajustes nos cabos de aço, nas correias, na roda de inércia, lubrificação nos rolamentos das roldanas e rolamentos internos, engraxar braços do supino reto, ajustes e limpeza em geral. Conforme Termo de Referência.;UNIDADE;2,0000;244,6300;489,2600;489,2600;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;63;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43703;Manutenção Preventiva em elíptico Flex, modelo EL 3000, com ajustes nas correias, na roda de inércia, lubrificação nos rolamentos internos, ajustes e limpeza em geral. Conforme Termo de Referência.;UNIDADE;2,0000;246,4800;492,9600;492,9600;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;66;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43706;Manutenção Preventiva em cadeira adutora, marca New Company, com ajustes nas correias, lubrificação nos rolamentos internos e limpeza em geral. Conforme Termo de Referência.;UNIDADE;2,0000;167,3800;334,7600;334,7600;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;68;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43708;Manutenção Preventiva em estação de musculação simples, marca Embreex, modelo 402, com ajustes nos cabos de aço revestidos de nylon, ajustes das roldanas, lubrificação dos rolamentos internos, engraxar braços de suprimentos, ajustes e limpeza em geral. Conforme Termo de Referência.;UNIDADE;2,0000;273,9200;547,8400;547,8400;01/07/2027
Gabinete da Sec Municipal de Assistencia Social;13001;71;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41896;Contratação de aprendizes. 
PCA - PLANO DE CONTRATAÇÃO ANUAL.;MÊS;12,0000;125000,0000;1500000,0000;1500000,0000;01/08/2027
Gabinete da Sec Municipal de Assistencia Social;13001;72;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41895;Locação CRAS CN. 
PCA - PLANO DE CONTRATAÇÃO ANUAL.;MÊS;12,0000;4200,0000;50400,0000;50400,0000;01/09/2027
Gabinete da Sec Municipal de Assistencia Social;13001;79;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43222;Outsourcing de Impressão - Locação de Equipamento - Multifuncional Policromático A4 de 30 a 45 ppm - SMAS (sem fornecimento de papel), com fornecimento do equipamento, suprimentos e peças para manutenção preventiva e corretiva.
Conforme especificado no Termo de Referência.;MÊS;12,0000;559,5000;6714,0000;6714,0000;01/03/2027
Gabinete da Sec Municipal de Assistencia Social;13001;74;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;8459;Serviço de manutenção corretiva no equipamento Vaca Mecânica, marca Maqsoy, conforme Termo de Referência.;HORA;150,0000;178,0000;26700,0000;26700,0000;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;75;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICO;;;8461;Aquisição de peças e acessórios para manutenção corretiva do equipamento Vaca Mecânica, marca Maqsoy, conforme Termo de Referência.;GLOBAL;1,0000;15000,0300;15000,0300;15000,0300;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;76;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43108;Outsourcing de Impressão - Páginas Impressas Policromática sem fornecimento papel.
Compatível com papel sulfite A4 e A3:
Gramatura: 75 a 180 g/m²,
Conforme especificado no Termo de Referência.;UNIDADE;57000,0000;0,5300;30210,0000;30210,0000;01/03/2027
Gabinete da Sec Municipal de Assistencia Social;13001;77;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43220;Outsourcing de Impressão - Locação de Equipamento - Impressora Monocromático A4 acima de 50 ppm - SMAS (sem fornecimento de papel), com fornecimento do equipamento, suprimentos e peças para manutenção preventiva e corretiva.
Conforme especificado no Termo de Referência.;MÊS;12,0000;317,9400;3815,2800;3815,2800;01/03/2027
Gabinete da Sec Municipal de Assistencia Social;13001;78;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43221;Outsourcing de Impressão - Locação de Equipamento - Multifuncional Monocromático A4 acima de 40 ppm - SMAS (sem fornecimento de papel), com fornecimento do equipamento, suprimentos e peças para manutenção preventiva e corretiva.
Conforme especificado no Termo de Referência.;MÊS;12,0000;3730,4400;44765,2800;44765,2800;01/03/2027
Gabinete da Sec Municipal de Assistencia Social;13001;80;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;30301;Prestação de serviços postais, telematicos e adicionais, serviços especiais de entrega de entrega de documentos, impresso especial, carta/cartão - resposta e envelopes encomenda resposta, transmissão via internet, transmissão de telegrama fonado, encomenda PAC, solicitação de serviços relacionados ao CPF on-line, na modalidade nacional e internacional conforme minuta do contrato.;MÊS;0,3000;22500,0000;6750,0000;6750,0000;01/04/2027
Gabinete da Sec Municipal de Assistencia Social;13001;85;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;5476;Serviço de chaveiro de troca de segredo de chaves yale, incluso 2 chaves.;UNIDADE;6,0000;42,1000;252,6000;252,6000;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;84;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;23755;Serviço de chaveiro para confecção (cópia) de chaves yale.;UNIDADE;20,0000;9,7000;194,0000;194,0000;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;83;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;21443;Serviço de chaveiro de troca de segredo para fechadura de arquivo, incluso 2 chaves.;UNIDADE;12,0000;36,6200;439,4400;439,4400;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;82;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;23348;Serviço de chaveiro para confecção (cópia) de chave para fechadura de arquivo.;UNIDADE;20,0000;9,7000;194,0000;194,0000;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;89;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;23887;Serviço de chaveiro para confecção de chave para tambor tetra.;UNIDADE;6,0000;41,7000;250,2000;250,2000;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;81;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;1909;Serviço de chaveiro para confecção (cópia) de chaves gorje.;UNIDADE;20,0000;18,0000;360,0000;360,0000;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;86;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;3576;Serviço de chaveiro para confecção de chave para tambor yale;UNIDADE;6,0000;36,1500;216,9000;216,9000;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;87;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;18949;Serviço de chaveiro para confecção (cópia) de chaves tetra.;UNIDADE;6,0000;25,5100;153,0600;153,0600;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;88;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;2793;Serviço de chaveiro De troca de segredo de chaves tetra, incluso 2 chaves.;UNIDADE;6,0000;59,4400;356,6400;356,6400;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;90;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;23440;Serviço de chaveiro para confecção (cópia) de chaves simples para veículos.;UNIDADE;6,0000;25,0000;150,0000;150,0000;01/10/2027
Gabinete da Sec Municipal de Assistencia Social;13001;91;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41885;Serviço de Contratação de Seguro de Veículos. 
PCA - PLANO DE CONTRATAÇÃO ANUAL.;GLOBAL;1,0000;120000,0000;120000,0000;120000,0000;01/12/2027
Gabinete da Sec Municipal de Assistencia Social;13001;92;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41882;Cursos e capacitações. 
PCA - PLANO DE CONTRATAÇÃO ANUAL.;GLOBAL;1,0000;20000,0000;20000,0000;20000,0000;01/07/2027
Gabinete do Secretário - SMOSP;08001;1;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;44991;Serviços e demais - Fornecimento de energia elétrica para iluminação pública. PCA - PLANO DE CONTRATAÇÃO ANUAL;GLOBAL;12,0000;205000,0000;2460000,0000;0,0000;01/04/2027
Gabinete do Secretário - SMOSP;08001;3;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;21950;Serviço de ensaio cronotacógrafos . Conforme termo de referência.;UNIDADE;39,0000;163,6800;6383,5200;6383,5200;01/11/2027
Gabinete do Secretário - SMOSP;08001;2;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;21949;Serviço de selagem cronotacógrafos. Conforme termo de referência.;UNIDADE;39,0000;78,5600;3063,8400;3063,8400;01/11/2027
Gabinete do Secretário - SMOSP;08001;4;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;21951;Serviço de revisão e ajuste de tacógrafos. Conforme termo de referência.;UNIDADE;39,0000;87,7500;3422,2500;3422,2500;01/11/2027
Gabinete do Secretário - SMOSP;08001;5;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICO;;;21956;Peças, materiais e acessórios originais ou genuínas para manutenção corretiva de tacógrafos e cronotacógrafos. Conforme termo de referência.;GLOBAL;0,3000;60500,0000;18150,0000;18150,0000;01/11/2027
Gabinete do Secretário - SMOSP;08001;6;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43619;Renovação e validação de Certificado Digital ICP Brasil, tipo A1 para os servidores (e-CPF), (validade de 12 meses).;UNIDADE;1,0000;37,4600;37,4600;37,4600;01/06/2027
Gabinete do Secretário - SMOSP;08001;52;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;44303;Peças, materiais e acessórios paralelos para máquinas, equipamentos e implementos da marca Vermeer.;GLOBAL;1,0000;10000,0000;10000,0000;10000,0000;10/01/2027
Gabinete do Secretário - SMOSP;08001;16;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41925;Serviço - Limpeza e varrição de praças e parques. 
PCA - PLANO DE CONTRATAÇÃO ANUAL.;GLOBAL;12,0000;200000,0000;2400000,0000;2400000,0000;01/02/2027
